id,name,url,difficulty,topics,routes,acceptance_rate,c_rate,my_rate,notes,explanation,solved,my_solution
582,Kill Process,https://www.leetcode.com/problems/kill-process,Medium,"Array, Hash Table, Tree, DFS, BFS",Curated Algo,68.49%,107.49,107.49,,,,
588,Design In-Memory File System,https://www.leetcode.com/problems/design-in-memory-file-system,Hard,"Hash Table, String, Design, Trie",Curated Algo,48.81%,66.81,66.81,,,,
604,Design Compressed String Iterator,https://www.leetcode.com/problems/design-compressed-string-iterator,Easy,"Array, Hash Table, String, Design, Iterator",Curated Algo,39.41%,95.41,95.41,,,,
616,Add Bold Tag in String,https://www.leetcode.com/problems/add-bold-tag-in-string,Medium,"Array, Hash Table, String, Trie, String Matching",Curated Algo,48.65%,90.65,90.65,,,,
617,Merge Two Binary Trees,https://www.leetcode.com/problems/merge-two-binary-trees,Easy,"Tree, DFS, BFS, Binary Tree",Sixty Basic,78.53%,98.53,108.53,,,,
621,Task Scheduler,https://www.leetcode.com/problems/delivering-boxes-from-storage-to-ports,Medium,"Array, Hash Table, Greedy, Sorting, Priority Queue, Counting",Grind 75,55.71%,100.71,100.71,,,,
624,Maximum Distance in Arrays,https://www.leetcode.com/problems/maximum-distance-in-arrays,Medium,"Array, Greedy",Curated Algo,41.71%,61.21,61.21,,,,
631,Design Excel Sum Formula,https://www.leetcode.com/problems/design-excel-sum-formula,Hard,"Graph, Design, Topological Sort",Curated Algo,43.30%,46.30,46.30,,,,
635,Design Log Storage System,https://www.leetcode.com/problems/design-log-storage-system,Medium,"Hash Table, String, Design, Ordered Set",Curated Algo,62.72%,89.72,89.72,,,,
642,Design Search Autocomplete System,https://www.leetcode.com/problems/design-search-autocomplete-system,Hard,"String, Design, Trie, Data Stream",Curated Algo,48.70%,58.70,58.70,,,,
644,Maximum Average Subarray II,https://www.leetcode.com/problems/maximum-average-subarray-ii,Hard,"Array, Binary Search, Prefix Sum",Curated Algo,35.77%,56.77,56.77,,,,
647,Palindromic Substrings,https://www.leetcode.com/problems/palindromic-substrings,Medium,"String, DP","Top Liked,Blind 75, Grind 75",66.35%,99.35,97.85,"same as longest palindromic string, each char in str as middle and expand outwards, do same for pali of even len; maybe read up on manachers alg",https://youtu.be/4RACzI5-du8,,
651,4 Keys Keyboard,https://www.leetcode.com/problems/4-keys-keyboard,Medium,"Math, DP",Curated Algo,54.44%,58.94,58.94,,,,
656,Coin Path,https://www.leetcode.com/problems/coin-path,Hard,"Array, DP",Curated Algo,31.59%,44.59,44.59,,,,
694,Number of Distinct Islands,https://www.leetcode.com/problems/number-of-distinct-islands,Medium,"Hash Table, DFS, BFS, Union Find, Hash Function",Curated Algo,60.59%,77.09,77.09,,,,
695,Max Area of Island,https://www.leetcode.com/problems/max-area-of-island,Medium,"Array, DFS, BFS, Union Find, Matrix",Sixty Basic,71.68%,94.18,101.68,,,,
716,Max Stack,https://www.leetcode.com/problems/max-stack,Hard,"Linked List, Stack, Design, Doubly-Linked List, Ordered Set",Curated Algo,45.30%,64.30,64.30,,,,
721,Accounts Merge,https://www.leetcode.com/problems/richest-customer-wealth,Medium,"Array, String, DFS, BFS, Union Find",Grind 75,56.35%,92.35,92.35,,,,
723,Candy Crush,https://www.leetcode.com/problems/candy-crush,Medium,"Array, Two Pointers, Matrix, Simulation",Curated Algo,76.40%,95.90,95.90,,,,
727,Minimum Window Subsequence,https://www.leetcode.com/problems/minimum-window-subsequence,Hard,"String, DP, Sliding Window",Curated Algo,42.83%,52.83,52.83,,,,
733,Flood Fill,https://www.leetcode.com/problems/jump-game-iv,Easy,"Array, DFS, BFS, Matrix",Grind 75,60.50%,94.50,94.50,,,,
734,Sentence Similarity,https://www.leetcode.com/problems/sentence-similarity,Easy,"Array, Hash Table, String",Curated Algo,43.05%,99.05,99.05,,,,
737,Sentence Similarity II,https://www.leetcode.com/problems/sentence-similarity-ii,Medium,"Array, Hash Table, String, DFS, BFS, Union Find",Curated Algo,48.73%,90.73,90.73,,,,
739,Daily Temperatures,https://www.leetcode.com/problems/daily-temperatures,Medium,"Array, Stack, Monotonic Stack",Top Liked,66.52%,98.02,98.02,,,,
743,Network Delay Time,https://www.leetcode.com/problems/network-delay-time,Medium,"DFS, BFS, Graph, Priority Queue, Shortest Path",Curated Algo,51.42%,55.92,55.92,,,,
751,IP to CIDR,https://www.leetcode.com/problems/ip-to-cidr,Medium,"String, Bit Manipulation",Curated Algo,54.66%,69.66,69.66,,,,
758,Bold Words in String,https://www.leetcode.com/problems/bold-words-in-string,Medium,"Array, Hash Table, String, Trie, String Matching",Curated Algo,50.63%,92.63,92.63,,,,
761,Special Binary String,https://www.leetcode.com/problems/special-binary-string,Hard,"String, Recursion",Curated Algo,60.35%,75.35,75.35,,,,
762,Prime Number of Set Bits in Binary Representation,https://www.leetcode.com/problems/prime-number-of-set-bits-in-binary-representation,Easy,"Math, Bit Manipulation",Curated Algo,67.71%,73.71,73.71,,,,
765,Couples Holding Hands,https://www.leetcode.com/problems/couples-holding-hands,Hard,"Greedy, DFS, BFS, Union Find, Graph",Curated Algo,56.84%,59.84,59.84,,,,
768,Max Chunks To Make Sorted II,https://www.leetcode.com/problems/max-chunks-to-make-sorted-ii,Hard,"Array, Stack, Greedy, Sorting, Monotonic Stack",Top Liked,52.76%,78.76,78.76,,,,
771,Jewels and Stones,https://www.leetcode.com/problems/jewels-and-stones,Easy,"Hash Table, String",Curated Algo,88.04%,124.04,124.04,,,,
785,Is Graph Bipartite?,https://www.leetcode.com/problems/is-graph-bipartite,Medium,"DFS, BFS, Union Find, Graph",Curated Algo,52.66%,57.16,57.16,,,,
786,K-th Smallest Prime Fraction,https://www.leetcode.com/problems/k-th-smallest-prime-fraction,Medium,"Array, Binary Search, Sorting, Priority Queue",Curated Algo,50.78%,89.78,89.78,,,,
788,Rotated Digits,https://www.leetcode.com/problems/rotated-digits,Medium,"Math, DP",Curated Algo,56.87%,61.37,61.37,,,,
789,Escape The Ghosts,https://www.leetcode.com/problems/escape-the-ghosts,Medium,"Array, Math",Sixty Basic,60.60%,83.10,90.60,,,,
791,Custom Sort String,https://www.leetcode.com/problems/custom-sort-string,Medium,"Hash Table, String, Sorting",Sixty Basic,69.36%,106.86,114.36,,,,
795,Number of Subarrays with Bounded Maximum,https://www.leetcode.com/problems/number-of-subarrays-with-bounded-maximum,Medium,"Array, Two Pointers",Sixty Basic,52.71%,75.21,82.71,,,,
850,Rectangle Area II,https://www.leetcode.com/problems/rectangle-area-ii,Hard,"Array, Segment Tree, Line Sweep, Ordered Set",Curated Algo,53.69%,66.69,66.69,,,,
865,Smallest Subtree with all the Deepest Nodes,https://www.leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,Medium,"Hash Table, Tree, DFS, BFS, Binary Tree",Curated Algo,68.58%,92.58,92.58,,,,
876,Middle of the Linked List,https://www.leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen,Easy,"Linked List, Two Pointers",Grind 75,73.77%,103.77,103.77,,,,
965,Univalued Binary Tree,https://www.leetcode.com/problems/univalued-binary-tree,Easy,"Tree, DFS, BFS, Binary Tree",Sixty Basic,69.28%,89.28,99.28,,,,
973,K Closest Points to Origin,https://www.leetcode.com/problems/add-two-polynomials-represented-as-linked-lists,Medium,"Array, Math, Divide and Conquer, Geometry, Sorting, Priority Queue, Quickselect",Grind 75,65.85%,98.85,98.85,,,,
981,Time Based Key-Value Store,https://www.leetcode.com/problems/minimum-initial-energy-to-finish-tasks,Medium,"Hash Table, String, Binary Search, Design",Grind 75,53.50%,98.50,98.50,,,,
994,Rotting Oranges,https://www.leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,Medium,"BFS, Matrix",Grind 75,52.48%,62.98,77.98,,,,
1036,Escape a Large Maze,https://www.leetcode.com/problems/escape-a-large-maze,Hard,"Array, Hash Table, DFS, BFS",Top Liked,34.24%,55.24,55.24,,,,
1051,Height Checker,https://www.leetcode.com/problems/height-checker,Easy,"Array, Sorting, Counting Sort",Curated Algo,75.05%,111.05,111.05,,,,
1052,Grumpy Bookstore Owner,https://www.leetcode.com/problems/grumpy-bookstore-owner,Medium,"Array, Sliding Window",Curated Algo,57.03%,76.53,76.53,,,,
1056,Confusing Number,https://www.leetcode.com/problems/confusing-number,Easy,Math,Sixty Basic,46.08%,56.08,66.08,,,,
1058,Minimize Rounding Error to Meet Target,https://www.leetcode.com/problems/minimize-rounding-error-to-meet-target,Medium,"Array, Math, String, Greedy",Curated Algo,44.86%,74.86,74.86,,,,
1059,All Paths from Source Lead to Destination,https://www.leetcode.com/problems/all-paths-from-source-lead-to-destination,Medium,"DFS, Graph",Curated Algo,40.30%,44.80,44.80,,,,
1060,Missing Element in Sorted Array,https://www.leetcode.com/problems/missing-element-in-sorted-array,Medium,"Array, Binary Search",Curated Algo,54.56%,86.06,86.06,,,,
1066,Campus Bikes II,https://www.leetcode.com/problems/campus-bikes-ii,Medium,"Array, DP, Backtracking, Bit Manipulation, Bitmask",Curated Algo,54.50%,74.00,74.00,,,,
1067,Digit Count in Range,https://www.leetcode.com/problems/digit-count-in-range,Hard,"Math, DP",Curated Algo,44.61%,47.61,47.61,,,,
1074,Number of Submatrices That Sum to Target,https://www.leetcode.com/problems/number-of-submatrices-that-sum-to-target,Hard,"Array, Hash Table, Matrix, Prefix Sum",Curated Algo,69.83%,90.83,90.83,,,,
1085,Sum of Digits in the Minimum Number,https://www.leetcode.com/problems/sum-of-digits-in-the-minimum-number,Easy,"Array, Math",Curated Algo,75.95%,101.95,101.95,,,,
1090,Largest Values From Labels,https://www.leetcode.com/problems/largest-values-from-labels,Medium,"Array, Hash Table, Greedy, Sorting, Counting",Curated Algo,60.88%,99.88,99.88,,,,
1091,Shortest Path in Binary Matrix,https://www.leetcode.com/problems/shortest-path-in-binary-matrix,Medium,"Array, BFS, Matrix",Curated Algo,44.48%,63.98,63.98,,,,
1099,Two Sum Less Than K,https://www.leetcode.com/problems/two-sum-less-than-k,Easy,"Array, Two Pointers, Binary Search, Sorting",Curated Algo,60.40%,112.40,112.40,,,,
1100,Find K-Length Substrings With No Repeated Characters,https://www.leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,Medium,"Hash Table, String, Sliding Window",Curated Algo,74.61%,101.61,101.61,,,,
1101,The Earliest Moment When Everyone Become Friends,https://www.leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,Medium,"Array, Union Find",Curated Algo,64.99%,84.49,84.49,,,,
1102,Path With Maximum Minimum Value,https://www.leetcode.com/problems/path-with-maximum-minimum-value,Medium,"Array, DFS, BFS, Union Find, Priority Queue, Matrix",Curated Algo,53.30%,72.80,72.80,,,,
1123,Lowest Common Ancestor of Deepest Leaves,https://www.leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves,Medium,"Hash Table, Tree, DFS, BFS, Binary Tree","Curated Algo,Blind 75, Grind 75",70.59%,112.59,111.09,"compare p, q values to curr node, base case: one is in left, other in right subtree, then curr is lca;",https://youtu.be/gs2LMfuOR9k,,
1124,Longest Well-Performing Interval,https://www.leetcode.com/problems/longest-well-performing-interval,Medium,"Array, Hash Table, Stack, Monotonic Stack, Prefix Sum",Curated Algo,34.59%,78.09,78.09,,,,
1125,Smallest Sufficient Team,https://www.leetcode.com/problems/smallest-sufficient-team,Hard,"Array, DP, Bit Manipulation, Bitmask",Curated Algo,47.09%,60.09,60.09,,,,
1131,Maximum of Absolute Value Expression,https://www.leetcode.com/problems/maximum-of-absolute-value-expression,Medium,"Array, Math",Curated Algo,49.46%,68.96,68.96,,,,
1134,Armstrong Number,https://www.leetcode.com/problems/armstrong-number,Easy,Math,Curated Algo,78.14%,84.14,84.14,,,,
1143,Longest Common Subsequence,https://www.leetcode.com/problems/longest-common-subsequence,Medium,"String, DP","Curated Algo,Blind 75, Grind 75",58.77%,91.77,90.27,"recursive: if first chars are equal find lcs of remaining of each, else max of: lcs of first and remain of 2nd and lcs of 2nd remain of first, cache result; nested forloop to compute the cache without recursion;",https://youtu.be/Ua0GhsJSlWM,,
1144,Decrease Elements To Make Array Zigzag,https://www.leetcode.com/problems/decrease-elements-to-make-array-zigzag,Medium,"Array, Greedy",Curated Algo,47.01%,66.51,66.51,,,,
1150,Check If a Number Is Majority Element in a Sorted Array,https://www.leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array,Easy,"Array, Binary Search",Curated Algo,56.87%,98.87,98.87,,,,
1152,Analyze User Website Visit Pattern,https://www.leetcode.com/problems/analyze-user-website-visit-pattern,Medium,"Array, Hash Table, Sorting",Curated Algo,43.38%,82.38,82.38,,,,
1165,Single-Row Keyboard,https://www.leetcode.com/problems/single-row-keyboard,Easy,"Hash Table, String",Curated Algo,85.74%,121.74,121.74,,,,
1167,Minimum Cost to Connect Sticks,https://www.leetcode.com/problems/minimum-cost-to-connect-sticks,Medium,"Array, Greedy, Priority Queue",Curated Algo,67.71%,87.21,87.21,,,,
1176,Diet Plan Performance,https://www.leetcode.com/problems/diet-plan-performance,Easy,"Array, Sliding Window",Curated Algo,52.39%,78.39,78.39,,,,
1177,Can Make Palindrome from Substring,https://www.leetcode.com/problems/can-make-palindrome-from-substring,Medium,"Hash Table, String, Bit Manipulation, Prefix Sum",Curated Algo,37.95%,64.95,64.95,,,,
1178,Number of Valid Words for Each Puzzle,https://www.leetcode.com/problems/number-of-valid-words-for-each-puzzle,Hard,"Array, Hash Table, String, Bit Manipulation, Trie",Curated Algo,46.55%,74.55,74.55,,,,
1192,Critical Connections in a Network,https://www.leetcode.com/problems/critical-connections-in-a-network,Hard,"DFS, Graph, Biconnected Component",Curated Algo,54.48%,57.48,57.48,,,,
1200,Minimum Absolute Difference,https://www.leetcode.com/problems/minimum-absolute-difference,Easy,"Array, Sorting",Curated Algo,69.78%,105.78,105.78,,,,
1213,Intersection of Three Sorted Arrays,https://www.leetcode.com/problems/intersection-of-three-sorted-arrays,Easy,"Array, Hash Table, Binary Search, Counting",Curated Algo,79.98%,137.98,137.98,,,,
1233,Remove Sub-Folders from the Filesystem,https://www.leetcode.com/problems/remove-sub-folders-from-the-filesystem,Medium,"Array, String, Trie",Curated Algo,65.42%,95.42,95.42,,,,
1235,Maximum Profit in Job Scheduling,https://www.leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,Hard,"Array, Binary Search, DP, Sorting",Grind 75,51.13%,81.13,81.13,,,,
1250,Check If It Is a Good Array,https://www.leetcode.com/problems/check-if-it-is-a-good-array,Hard,"Array, Math, Number Theory","Top Liked,Blind 75, Grind 75",58.86%,83.86,82.86,,,,
1271,Hexspeak,https://www.leetcode.com/problems/hexspeak,Easy,"Math, String",Curated Algo,56.92%,76.92,76.92,,,,
1345,Jump Game IV,https://www.leetcode.com/problems/jump-game-iv,Hard,"Array, Hash Table, BFS",Curated Algo,44.02%,65.02,65.02,,,,
1366,Rank Teams by Votes,https://www.leetcode.com/problems/rank-teams-by-votes,Medium,"Array, Hash Table, String, Sorting, Counting",Curated Algo,58.61%,108.11,108.11,,,,
1374,Generate a String With Characters That Have Odd Counts,https://www.leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts,Easy,String,Curated Algo,77.55%,97.55,97.55,,,,
1391,Check if There is a Valid Path in a Grid,https://www.leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid,Medium,"Array, DFS, BFS, Union Find, Matrix",Curated Algo,47.19%,66.69,66.69,,,,
1404,Number of Steps to Reduce a Number in Binary Representation to One,https://www.leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Medium,"String, Bit Manipulation",Curated Algo,52.07%,67.07,67.07,,,,
1559,Detect Cycles in 2D Grid,https://www.leetcode.com/problems/detect-cycles-in-2d-grid,Medium,"Array, DFS, BFS, Union Find, Matrix","Blind 75, Grind 75",48.10%,82.60,81.10,"dict to remember visited nodes; two pointers at different speeds, if they meet there is loop",https://youtu.be/gBTe7lFR3vc,,
1618,Maximum Font to Fit a Sentence in a Screen,https://www.leetcode.com/problems/maximum-font-to-fit-a-sentence-in-a-screen,Medium,"Array, String, Binary Search, Interactive",Curated Algo,59.04%,101.04,101.04,,,,
1624,Largest Substring Between Two Equal Characters,https://www.leetcode.com/problems/largest-substring-between-two-equal-characters,Easy,"Hash Table, String",Curated Algo,59.03%,95.03,95.03,,,,
1634,Add Two Polynomials Represented as Linked Lists,https://www.leetcode.com/problems/add-two-polynomials-represented-as-linked-lists,Medium,"Linked List, Math, Two Pointers",Curated Algo,53.49%,69.99,69.99,,,,
1650,Lowest Common Ancestor of a Binary Tree III,https://www.leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,Medium,"Hash Table, Tree, Binary Tree",Curated Algo,77.28%,101.28,101.28,,,,
1665,Minimum Initial Energy to Finish Tasks,https://www.leetcode.com/problems/minimum-initial-energy-to-finish-tasks,Hard,"Array, Greedy, Sorting",Curated Algo,56.10%,74.10,74.10,,,,
1672,Richest Customer Wealth,https://www.leetcode.com/problems/richest-customer-wealth,Easy,"Array, Matrix",Curated Algo,88.33%,114.33,114.33,,,,
1681,Minimum Incompatibility,https://www.leetcode.com/problems/minimum-incompatibility,Hard,"Array, DP, Bit Manipulation, Bitmask",Curated Algo,37.32%,50.32,50.32,,,,
1687,Delivering Boxes from Storage to Ports,https://www.leetcode.com/problems/delivering-boxes-from-storage-to-ports,Hard,"Array, DP, Segment Tree, Queue, Priority Queue, Monotonic Queue",Curated Algo,38.36%,51.36,51.36,,,,
1703,Minimum Adjacent Swaps for K Consecutive Ones,https://www.leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,Hard,"Array, Greedy, Sliding Window, Prefix Sum",Curated Algo,41.98%,54.98,54.98,,,,
